url,errmsg

https://www.amazon.com/dp/B002TV20LA,"('list index out of range',)"

https://www.amazon.com/dp/6303561284,"('list index out of range',)"

https://www.amazon.com/dp/B000VZAV62,"('list index out of range',)"

https://www.amazon.com/dp/0764004492,"('list index out of range',)"

https://www.amazon.com/dp/B0000BYRO7,"('list index out of range',)"

https://www.amazon.com/dp/B002TV20LK,"('list index out of range',)"

https://www.amazon.com/dp/5555223870,"('list index out of range',)"

https://www.amazon.com/dp/B0011VJRXS,"('list index out of range',)"

https://www.amazon.com/dp/B006HNRSFE,"('list index out of range',)"

https://www.amazon.com/dp/B0002PYS4M,"('list index out of range',)"

https://www.amazon.com/dp/6300266850,"('list index out of range',)"

https://www.amazon.com/dp/B0062ABXLM,"('list index out of range',)"

https://www.amazon.com/dp/B003VHELLI,"('list index out of range',)"

https://www.amazon.com/dp/B005CXOGAU,"('list index out of range',)"

https://www.amazon.com/dp/B0001MIRDE,"('list index out of range',)"

https://www.amazon.com/dp/B003Y7YUOS,"('list index out of range',)"

https://www.amazon.com/dp/6305538409,"('list index out of range',)"

https://www.amazon.com/dp/6304204019,"('list index out of range',)"

https://www.amazon.com/dp/B004WSATRK,"('list index out of range',)"

https://www.amazon.com/dp/B0041VEZVY,"('list index out of range',)"

https://www.amazon.com/dp/B000I9WVZA,"('list index out of range',)"

https://www.amazon.com/dp/B0045V6FRC,"('list index out of range',)"

https://www.amazon.com/dp/B000VHVGM8,"('list index out of range',)"

https://www.amazon.com/dp/6301325842,"('list index out of range',)"

https://www.amazon.com/dp/B003ZXDOW0,"('list index out of range',)"

https://www.amazon.com/dp/B0002RQ2VW,"('list index out of range',)"

https://www.amazon.com/dp/B001OKUREO,"('list index out of range',)"

https://www.amazon.com/dp/B00008WFTV,"('list index out of range',)"

https://www.amazon.com/dp/B00004CK9I,"('list index out of range',)"

https://www.amazon.com/dp/B001NZWEIC,"('list index out of range',)"

https://www.amazon.com/dp/B000I9WVZU,"('list index out of range',)"

https://www.amazon.com/dp/B00006LU76,"('list index out of range',)"

https://www.amazon.com/dp/B000065K9E,"('list index out of range',)"

https://www.amazon.com/dp/B00006LU75,"('list index out of range',)"

https://www.amazon.com/dp/B00006LU72,"('list index out of range',)"

https://www.amazon.com/dp/6304462689,"('list index out of range',)"

https://www.amazon.com/dp/B0019F02W6,"('list index out of range',)"

https://www.amazon.com/dp/B00151QYU8,"('list index out of range',)"

https://www.amazon.com/dp/B0000544LY,"('list index out of range',)"

https://www.amazon.com/dp/B000AMWIVM,"('list index out of range',)"

https://www.amazon.com/dp/6301699599,"('list index out of range',)"

https://www.amazon.com/dp/B004J0DQS0,"('list index out of range',)"

https://www.amazon.com/dp/B001PPLJN6,"('list index out of range',)"

https://www.amazon.com/dp/B005VMWOW4,"('list index out of range',)"

https://www.amazon.com/dp/B007C7V4BS,"('list index out of range',)"

https://www.amazon.com/dp/6304091338,"('list index out of range',)"

https://www.amazon.com/dp/B003CJUWVI,"('list index out of range',)"

https://www.amazon.com/dp/B005ZMBBRY,"('list index out of range',)"

https://www.amazon.com/dp/B000WCN8TG,"('list index out of range',)"

https://www.amazon.com/dp/B002G4RDAI,"('list index out of range',)"

https://www.amazon.com/dp/B00064N6VU,"('list index out of range',)"

https://www.amazon.com/dp/6301723465,"('list index out of range',)"

https://www.amazon.com/dp/B000ANVPPG,"('list index out of range',)"

https://www.amazon.com/dp/B003F41T2Q,"('list index out of range',)"

https://www.amazon.com/dp/B000IOM0RY,"('list index out of range',)"

https://www.amazon.com/dp/B0009OL90M,"('list index out of range',)"

https://www.amazon.com/dp/B005UYF7KY,"('list index out of range',)"

https://www.amazon.com/dp/B008NNY8CW,"('list index out of range',)"

https://www.amazon.com/dp/B000ANVPPQ,"('list index out of range',)"

https://www.amazon.com/dp/B0009P42T6,"('list index out of range',)"

https://www.amazon.com/dp/6304277490,"('list index out of range',)"

https://www.amazon.com/dp/B001IDSZ1O,"('list index out of range',)"

https://www.amazon.com/dp/B001DBQAZY,"('list index out of range',)"

https://www.amazon.com/dp/B0088VQ0V6,"('list index out of range',)"

https://www.amazon.com/dp/6304675771,"('list index out of range',)"

https://www.amazon.com/dp/B00925T8YI,"('list index out of range',)"

https://www.amazon.com/dp/B0080JT9PK,"('list index out of range',)"

https://www.amazon.com/dp/B0000VD0AG,"('list index out of range',)"

https://www.amazon.com/dp/B000YYVLSW,"('list index out of range',)"

https://www.amazon.com/dp/B00007JZYP,"('list index out of range',)"

https://www.amazon.com/dp/B000BNXD28,"('list index out of range',)"

https://www.amazon.com/dp/B0002910TY,"('list index out of range',)"

https://www.amazon.com/dp/B000035P4U,"('list index out of range',)"

https://www.amazon.com/dp/B000ANVPP6,"('list index out of range',)"

https://www.amazon.com/dp/B003PX4S9I,"('list index out of range',)"

https://www.amazon.com/dp/B0009PW3QK,"('list index out of range',)"

https://www.amazon.com/dp/B00026L92K,"('list index out of range',)"

https://www.amazon.com/dp/B005KCA33C,"('list index out of range',)"

https://www.amazon.com/dp/B006QUF0QW,"('list index out of range',)"

https://www.amazon.com/dp/B00004YVV8,"('list index out of range',)"

https://www.amazon.com/dp/B000X9JZVI,"('list index out of range',)"

https://www.amazon.com/dp/B008ROG898,"('list index out of range',)"

https://www.amazon.com/dp/B00020X8MA,"('list index out of range',)"

https://www.amazon.com/dp/0793927560,"('list index out of range',)"

https://www.amazon.com/dp/B000WCN8T6,"('list index out of range',)"

https://www.amazon.com/dp/B005ZMBBR4,"('list index out of range',)"

https://www.amazon.com/dp/B0001ADAVK,"('list index out of range',)"

https://www.amazon.com/dp/B008YKQC6E,"('list index out of range',)"

https://www.amazon.com/dp/B001PPLJNQ,"('list index out of range',)"

https://www.amazon.com/dp/B0000D0YWG,"('list index out of range',)"

https://www.amazon.com/dp/B000FP2PEE,"('list index out of range',)"

https://www.amazon.com/dp/6302510163,"('list index out of range',)"

https://www.amazon.com/dp/B0019F02WG,"('list index out of range',)"

https://www.amazon.com/dp/6302181585,"('list index out of range',)"

https://www.amazon.com/dp/6302686679,"('list index out of range',)"

https://www.amazon.com/dp/B008IG0F7G,"('list index out of range',)"

https://www.amazon.com/dp/6305746540,"('list index out of range',)"

https://www.amazon.com/dp/B0042W0BQA,"('list index out of range',)"

https://www.amazon.com/dp/B002DPRW1U,"('list index out of range',)"

https://www.amazon.com/dp/B0009PBLO0,"('list index out of range',)"

https://www.amazon.com/dp/B003BM374K,"('list index out of range',)"

https://www.amazon.com/dp/B0002B55DE,"('list index out of range',)"

https://www.amazon.com/dp/B0007VY49K,"('list index out of range',)"

https://www.amazon.com/dp/6302739896,"('list index out of range',)"

https://www.amazon.com/dp/B0002EXFNI,"('list index out of range',)"

https://www.amazon.com/dp/B00008G1PX,"('list index out of range',)"

https://www.amazon.com/dp/B00005U8EY,"('list index out of range',)"

https://www.amazon.com/dp/B00005U8EZ,"('list index out of range',)"

https://www.amazon.com/dp/B0002A2VR8,"('list index out of range',)"

https://www.amazon.com/dp/B00005U8EQ,"('list index out of range',)"

https://www.amazon.com/dp/B00000I9PH,"('list index out of range',)"

https://www.amazon.com/dp/B00005U8EU,"('list index out of range',)"

https://www.amazon.com/dp/B005WVUM1E,"('list index out of range',)"

https://www.amazon.com/dp/B000MRA542,"('list index out of range',)"

https://www.amazon.com/dp/B006MWA8O8,"('list index out of range',)"

https://www.amazon.com/dp/B002YJMMBA,"('list index out of range',)"

https://www.amazon.com/dp/6305829195,"('list index out of range',)"

https://www.amazon.com/dp/B00005U8EO,"('list index out of range',)"

https://www.amazon.com/dp/B00005U8EA,"('list index out of range',)"

https://www.amazon.com/dp/B00005U8ED,"('list index out of range',)"

https://www.amazon.com/dp/B008H5VFU4,"('list index out of range',)"

https://www.amazon.com/dp/B003K4Y7NO,"('list index out of range',)"

https://www.amazon.com/dp/B00005M1Y5,"('list index out of range',)"

https://www.amazon.com/dp/B00005M1Y7,"('list index out of range',)"

https://www.amazon.com/dp/B000LXGW1W,"('list index out of range',)"

https://www.amazon.com/dp/6301576152,"('list index out of range',)"

https://www.amazon.com/dp/6304580878,"('list index out of range',)"

https://www.amazon.com/dp/B000EMGIWI,"('list index out of range',)"

https://www.amazon.com/dp/B00028G4UU,"('list index out of range',)"

https://www.amazon.com/dp/6302599687,"('list index out of range',)"

https://www.amazon.com/dp/B0000063PS,"('list index out of range',)"

https://www.amazon.com/dp/B003C5FN6Q,"('list index out of range',)"

https://www.amazon.com/dp/B001JPC4N6,"('list index out of range',)"

https://www.amazon.com/dp/B009QW6BXS,"('list index out of range',)"

https://www.amazon.com/dp/B0042KZJN2,"('list index out of range',)"

https://www.amazon.com/dp/B006HG141A,"('list index out of range',)"

https://www.amazon.com/dp/6305306141,"('list index out of range',)"

https://www.amazon.com/dp/B0001GH7V8,"('list index out of range',)"

https://www.amazon.com/dp/B002VL2PTU,"('list index out of range',)"

https://www.amazon.com/dp/B006YSHAU0,"('list index out of range',)"

https://www.amazon.com/dp/B0006UYNSO,"('list index out of range',)"

https://www.amazon.com/dp/B0001GH7VS,"('list index out of range',)"

https://www.amazon.com/dp/B0002I82XW,"('list index out of range',)"

https://www.amazon.com/dp/B000F9RL9Y,"('list index out of range',)"

https://www.amazon.com/dp/6304972857,"('list index out of range',)"

https://www.amazon.com/dp/B00008FZHB,"('list index out of range',)"

https://www.amazon.com/dp/B00004CJ1R,"('list index out of range',)"

https://www.amazon.com/dp/B007HCF5AE,"('list index out of range',)"

https://www.amazon.com/dp/6301882741,"('list index out of range',)"

https://www.amazon.com/dp/B0007YXPCY,"('list index out of range',)"

https://www.amazon.com/dp/B00005NKBV,"('list index out of range',)"

https://www.amazon.com/dp/B003CJNFGM,"('list index out of range',)"

https://www.amazon.com/dp/B000KRN25I,"('list index out of range',)"

https://www.amazon.com/dp/B000050X31,"('list index out of range',)"

https://www.amazon.com/dp/B000OF2T6E,"('list index out of range',)"

https://www.amazon.com/dp/B005245E2I,"('list index out of range',)"

https://www.amazon.com/dp/B00005NKBL,"('list index out of range',)"

https://www.amazon.com/dp/B001302UMW,"('list index out of range',)"

https://www.amazon.com/dp/B000AE8L20,"('list index out of range',)"

https://www.amazon.com/dp/B00185J7KA,"('list index out of range',)"

https://www.amazon.com/dp/B002NEWO96,"('list index out of range',)"

https://www.amazon.com/dp/B000AXWH7G,"('list index out of range',)"

https://www.amazon.com/dp/B0007NMJZ4,"('list index out of range',)"

https://www.amazon.com/dp/6305104352,"('list index out of range',)"

https://www.amazon.com/dp/B000IMM3XW,"('list index out of range',)"

https://www.amazon.com/dp/B0000DK4QI,"('list index out of range',)"

https://www.amazon.com/dp/B000AE8L2K,"('list index out of range',)"

https://www.amazon.com/dp/630259751X,"('list index out of range',)"

https://www.amazon.com/dp/B0006N2DS8,"('list index out of range',)"

https://www.amazon.com/dp/B0086460CY,"('list index out of range',)"

https://www.amazon.com/dp/B000GGSMNK,"('list index out of range',)"

https://www.amazon.com/dp/B0034ZDUK0,"('list index out of range',)"

https://www.amazon.com/dp/1571884327,"('list index out of range',)"

https://www.amazon.com/dp/B0041FZQPE,"('list index out of range',)"

https://www.amazon.com/dp/B005AZHGRU,"('list index out of range',)"

https://www.amazon.com/dp/B000QUCNR2,"('list index out of range',)"

https://www.amazon.com/dp/B001NFNFMQ,"('list index out of range',)"

https://www.amazon.com/dp/B0084YBB16,"('list index out of range',)"

https://www.amazon.com/dp/B00008YLV9,"('list index out of range',)"

https://www.amazon.com/dp/B002C6VMHU,"('list index out of range',)"

https://www.amazon.com/dp/6302091594,"('list index out of range',)"

https://www.amazon.com/dp/B0042W2IT8,"('list index out of range',)"

https://www.amazon.com/dp/630024847X,"('list index out of range',)"

https://www.amazon.com/dp/6301415833,"('list index out of range',)"

https://www.amazon.com/dp/6304107242,"('list index out of range',)"

https://www.amazon.com/dp/B0016H3I46,"('list index out of range',)"

https://www.amazon.com/dp/B0002B54P8,"('list index out of range',)"

https://www.amazon.com/dp/B003CRM6PA,"('list index out of range',)"

https://www.amazon.com/dp/B00005UKKE,"('list index out of range',)"

https://www.amazon.com/dp/B000NY1EC6,"('list index out of range',)"

https://www.amazon.com/dp/B000F0UTW4,"('list index out of range',)"

https://www.amazon.com/dp/6305986398,"('list index out of range',)"

https://www.amazon.com/dp/B0002J4ZW8,"('list index out of range',)"

https://www.amazon.com/dp/B0000EYVJM,"('list index out of range',)"

https://www.amazon.com/dp/630354472X,"('list index out of range',)"

https://www.amazon.com/dp/B00005LKLN,"('list index out of range',)"

https://www.amazon.com/dp/B0041KKZH8,"('list index out of range',)"

https://www.amazon.com/dp/B00005LKLD,"('list index out of range',)"

https://www.amazon.com/dp/B006NO1SV2,"('list index out of range',)"

https://www.amazon.com/dp/6304493983,"('list index out of range',)"

https://www.amazon.com/dp/B0002I8336,"('list index out of range',)"

https://www.amazon.com/dp/B0008ENIMK,"('list index out of range',)"

https://www.amazon.com/dp/B000W4CG60,"('list index out of range',)"

https://www.amazon.com/dp/B002L5GDZI,"('list index out of range',)"

https://www.amazon.com/dp/B004TJRD94,"('list index out of range',)"

https://www.amazon.com/dp/B0010XOVSI,"('list index out of range',)"

https://www.amazon.com/dp/6305908028,"('list index out of range',)"

https://www.amazon.com/dp/B001AXTYPI,"('list index out of range',)"

https://www.amazon.com/dp/B00018YC3M,"('list index out of range',)"

https://www.amazon.com/dp/B0014ERKO0,"('list index out of range',)"

https://www.amazon.com/dp/B000VQYDHY,"('list index out of range',)"

https://www.amazon.com/dp/630577238X,"('list index out of range',)"

https://www.amazon.com/dp/B007H52KA4,"('list index out of range',)"

https://www.amazon.com/dp/B000QEITJO,"('list index out of range',)"

https://www.amazon.com/dp/B00006D2AQ,"('list index out of range',)"

https://www.amazon.com/dp/6303111734,"('list index out of range',)"

https://www.amazon.com/dp/B006NO1SVM,"('list index out of range',)"

https://www.amazon.com/dp/B00005LKL8,"('list index out of range',)"

https://www.amazon.com/dp/B003Y5PF80,"('list index out of range',)"

https://www.amazon.com/dp/B00004RFIK,"('list index out of range',)"

https://www.amazon.com/dp/B000NJMJGQ,"('list index out of range',)"

https://www.amazon.com/dp/B00004RFIE,"('list index out of range',)"

https://www.amazon.com/dp/B002NE4HAU,"('list index out of range',)"

https://www.amazon.com/dp/B00005LKL7,"('list index out of range',)"

https://www.amazon.com/dp/6302650488,"('list index out of range',)"

https://www.amazon.com/dp/B001TK29GS,"('list index out of range',)"

https://www.amazon.com/dp/B001AS0NU8,"('list index out of range',)"

https://www.amazon.com/dp/B0012EM5GA,"('list index out of range',)"

https://www.amazon.com/dp/0793903335,"('list index out of range',)"

https://www.amazon.com/dp/6305976104,"('list index out of range',)"

https://www.amazon.com/dp/B000TJBO16,"('list index out of range',)"

https://www.amazon.com/dp/B000KKQNRO,"('list index out of range',)"

https://www.amazon.com/dp/B000HXDTHG,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2N,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2M,"('list index out of range',)"

https://www.amazon.com/dp/B0011FDVK4,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2J,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2H,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2V,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2U,"('list index out of range',)"

https://www.amazon.com/dp/B000VNMMRK,"('list index out of range',)"

https://www.amazon.com/dp/6301367189,"('list index out of range',)"

https://www.amazon.com/dp/B002UIGMYS,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2Y,"('list index out of range',)"

https://www.amazon.com/dp/B000067J2X,"('list index out of range',)"

https://www.amazon.com/dp/0966199464,"('list index out of range',)"

https://www.amazon.com/dp/B0007OCG4W,"('list index out of range',)"

https://www.amazon.com/dp/B0072V6PPE,"('list index out of range',)"

https://www.amazon.com/dp/B000SVZIJO,"('list index out of range',)"

https://www.amazon.com/dp/B001ELC6FG,"('list index out of range',)"

https://www.amazon.com/dp/B00005U149,"('list index out of range',)"

https://www.amazon.com/dp/6302719429,"('list index out of range',)"

https://www.amazon.com/dp/B00005U142,"('list index out of range',)"

https://www.amazon.com/dp/B000SVZIJY,"('list index out of range',)"

https://www.amazon.com/dp/B00005U146,"('list index out of range',)"

https://www.amazon.com/dp/B00005U145,"('list index out of range',)"

https://www.amazon.com/dp/B003IYZ46A,"('list index out of range',)"

https://www.amazon.com/dp/0967877709,"('list index out of range',)"

https://www.amazon.com/dp/B00005U14H,"('list index out of range',)"

https://www.amazon.com/dp/B00005U14N,"('list index out of range',)"

https://www.amazon.com/dp/B000LE1GEO,"('list index out of range',)"

https://www.amazon.com/dp/B00005U14C,"('list index out of range',)"

https://www.amazon.com/dp/6302533244,"('list index out of range',)"

https://www.amazon.com/dp/B00005U14E,"('list index out of range',)"

https://www.amazon.com/dp/B00005U14D,"('list index out of range',)"

https://www.amazon.com/dp/B009M8EA3Y,"('list index out of range',)"

https://www.amazon.com/dp/1572525835,"('list index out of range',)"

https://www.amazon.com/dp/B000B9E2MC,"('list index out of range',)"

https://www.amazon.com/dp/B007HJ9QMA,"('list index out of range',)"

https://www.amazon.com/dp/B00104FZCI,"('list index out of range',)"

https://www.amazon.com/dp/B0003OXEE2,"('list index out of range',)"

https://www.amazon.com/dp/6304239343,"('list index out of range',)"

https://www.amazon.com/dp/B0012BUWI6,"('list index out of range',)"

https://www.amazon.com/dp/B005GLHO48,"('list index out of range',)"

https://www.amazon.com/dp/B003YBHZ28,"('list index out of range',)"

https://www.amazon.com/dp/B000067J25,"('list index out of range',)"

https://www.amazon.com/dp/6305808155,"('list index out of range',)"

https://www.amazon.com/dp/6303037569,"('list index out of range',)"

https://www.amazon.com/dp/B000NDFHYS,"('list index out of range',)"

https://www.amazon.com/dp/B001T89LXY,"('list index out of range',)"

https://www.amazon.com/dp/B000VULA9E,"('list index out of range',)"

https://www.amazon.com/dp/6300215067,"('list index out of range',)"

https://www.amazon.com/dp/B00005B7DN,"('list index out of range',)"

https://www.amazon.com/dp/B000JJRY7E,"('list index out of range',)"

https://www.amazon.com/dp/B0035AO4WC,"('list index out of range',)"

https://www.amazon.com/dp/B000JJRY7O,"('list index out of range',)"

https://www.amazon.com/dp/B00005B7DG,"('list index out of range',)"

https://www.amazon.com/dp/B0007OP1A8,"('list index out of range',)"

https://www.amazon.com/dp/6304095775,"('list index out of range',)"

https://www.amazon.com/dp/6301979656,"('list index out of range',)"

https://www.amazon.com/dp/B00180OU66,"('list index out of range',)"

https://www.amazon.com/dp/B000JJRY7Y,"('list index out of range',)"

https://www.amazon.com/dp/B003SHYJJ0,"('list index out of range',)"

https://www.amazon.com/dp/B00005QVUI,"('list index out of range',)"

https://www.amazon.com/dp/B0016PT95A,"('list index out of range',)"

https://www.amazon.com/dp/B008JAG4GW,"('list index out of range',)"

https://www.amazon.com/dp/6303079792,"('list index out of range',)"

https://www.amazon.com/dp/B008SAPAYA,"('list index out of range',)"

https://www.amazon.com/dp/B001LOY1IG,"('list index out of range',)"

https://www.amazon.com/dp/B00005YGRX,"('list index out of range',)"

https://www.amazon.com/dp/B008CN092G,"('list index out of range',)"

https://www.amazon.com/dp/B000063USN,"('list index out of range',)"

https://www.amazon.com/dp/B0001XARPO,"('list index out of range',)"

https://www.amazon.com/dp/B000083EDB,"('list index out of range',)"

https://www.amazon.com/dp/B006Z21ZEW,"('list index out of range',)"

